student_id,family_income,parent1_education,parent2_education,family_size,single_parent_household,neighborhood_median_income,urban_rural,high_school_gpa,sat_math,sat_reading,ap_classes_taken,extracurricular_activities,volunteer_hours,university_tier,major_category,scholarship_amount,working_student,graduation_rate,sat_total,student_name,ses_score
340,72600,Bachelor's,Bachelor's,5,FALSE,73393,Rural,2.35,373,398,1,5,140,Mid Tier,STEM,0,TRUE,0.54,771,CTzCuUoK,-2.01
341,93644,Less than High School,Some College,2,FALSE,85322,Urban,2.57,608,309,4,2,50,Top Tier,Social Sciences,1000,TRUE,0.83,917,nBbTXIcI,1.09
342,36365,High School,Doctorate,2,FALSE,136902,Urban,3.03,261,716,4,2,20,Lower Tier,Business,1000,FALSE,0.89,977,fSzClFcK,0.29
343,163747,Some College,Bachelor's,5,TRUE,141820,Suburban,2.82,692,463,0,1,190,Lower Tier,STEM,50000,TRUE,0.88,1155,EKYsVGiJ,1.52
344,84761,Some College,High School,2,FALSE,54959,Urban,2.44,385,544,2,5,100,Mid Tier,Social Sciences,0,TRUE,0.53,929,HcRcjsma,0.57
345,27288,Bachelor's,Some College,3,FALSE,139146,Suburban,3.21,420,434,4,5,200,Mid Tier,Social Sciences,0,TRUE,0.57,854,AXinlQex,0.88
346,27396,Master's,Some College,3,FALSE,37611,Suburban,2.7,608,498,6,3,100,Top Tier,STEM,0,TRUE,0.96,1106,YKOLGJuZ,-0.59
347,191798,High School,Bachelor's,4,FALSE,67499,Suburban,2.09,797,479,2,0,140,Mid Tier,Humanities,0,TRUE,0.98,1276,lmqZsFmm,0.07
348,87201,Bachelor's,Doctorate,6,FALSE,90044,Urban,2.96,207,465,3,1,150,Lower Tier,Social Sciences,20000,TRUE,0.7,672,ExckoGVq,-1.65
349,165156,Some College,Bachelor's,2,FALSE,142878,Rural,2.71,709,530,0,1,200,Lower Tier,Arts,1000,FALSE,0.54,1239,tDOZdRqo,2.61
350,183811,Bachelor's,High School,6,TRUE,103928,Suburban,2.85,638,723,2,2,160,Top Tier,Humanities,10000,FALSE,0.83,1361,ymBKZAXn,-0.18
351,99214,High School,Some College,5,TRUE,149082,Rural,3.57,277,355,1,4,170,Lower Tier,STEM,0,FALSE,0.56,632,oPxQMRMx,1.01
352,123741,Some College,Less than High School,4,TRUE,144726,Rural,3.67,480,421,4,2,20,Mid Tier,Arts,10000,TRUE,0.59,901,bGMKkQHG,1.53
353,33260,High School,Some College,5,TRUE,79887,Rural,3.13,378,519,4,3,110,Top Tier,STEM,10000,TRUE,0.51,897,sYqSQQOi,-0.63
354,49633,High School,High School,2,FALSE,51849,Rural,3.47,716,492,2,1,0,Mid Tier,Humanities,0,TRUE,0.9,1208,YnvVJaTH,-0.81
355,153180,Some College,Doctorate,6,FALSE,99860,Rural,2.74,577,497,6,1,60,Mid Tier,Business,5000,TRUE,0.71,1074,CgXUSTYN,0.46
356,105628,High School,Master's,5,FALSE,65908,Rural,3.59,684,388,3,2,120,Lower Tier,Social Sciences,5000,FALSE,0.96,1072,QfTspkCV,-0.47
357,143394,High School,High School,6,FALSE,92534,Rural,3.14,731,732,2,3,90,Mid Tier,Social Sciences,0,FALSE,0.61,1463,FiWTIadu,-0.74
358,191273,Bachelor's,Less than High School,4,FALSE,137102,Urban,3.6,242,617,1,1,100,Mid Tier,Arts,0,FALSE,0.7,859,oBGhShri,1.41
359,109544,Some College,Master's,6,FALSE,134768,Urban,2.34,491,335,3,3,60,Mid Tier,Arts,50000,FALSE,0.71,826,SEExByiM,0.55
360,104690,High School,Some College,6,TRUE,77326,Urban,3.82,301,772,3,1,170,Mid Tier,Business,1000,TRUE,0.96,1073,FbJRSWeT,-0.33
361,120835,Bachelor's,Some College,4,FALSE,35410,Rural,2.88,472,683,0,4,50,Mid Tier,Arts,1000,TRUE,0.87,1155,hsfvmMmu,-0.08
362,137452,Less than High School,Bachelor's,3,TRUE,104343,Urban,3.18,377,598,5,2,180,Mid Tier,Business,0,FALSE,0.85,975,EeQRzbDl,0.77
363,70323,High School,High School,2,TRUE,67871,Suburban,2.21,608,782,0,1,110,Mid Tier,Humanities,5000,TRUE,0.86,1390,qaVzYfCD,-0.38
364,196383,Bachelor's,High School,6,FALSE,111712,Rural,3.49,674,735,1,0,80,Mid Tier,Arts,0,TRUE,0.84,1409,aPPSgNxJ,0.05
365,135896,Master's,Bachelor's,5,FALSE,75867,Rural,3.87,530,223,5,1,40,Lower Tier,Arts,0,TRUE,0.91,753,wbbsfAnk,-0.03
366,124864,Bachelor's,High School,5,TRUE,138097,Urban,2.73,619,426,4,3,30,Mid Tier,Business,1000,TRUE,0.86,1045,BqUnILED,0.1
367,130857,High School,High School,2,TRUE,137169,Urban,3.25,330,513,2,1,170,Top Tier,Arts,0,TRUE,0.58,843,UwYspAHD,1.2
368,186525,High School,High School,4,FALSE,128451,Urban,2.91,473,529,0,2,80,Top Tier,Humanities,0,FALSE,0.62,1002,mHYEOyhv,0.91
369,90204,Master's,High School,3,TRUE,116983,Rural,3.16,574,512,4,4,60,Mid Tier,Arts,0,FALSE,0.56,1086,DhofPUaL,0.83
370,71826,High School,Master's,4,FALSE,88039,Suburban,3.41,425,340,3,0,100,Lower Tier,Social Sciences,0,FALSE,0.68,765,pawzTEgu,-0.12
371,36332,Bachelor's,High School,6,FALSE,50427,Rural,2.04,408,525,6,3,180,Top Tier,Social Sciences,5000,TRUE,0.5,933,suhXWkiP,-2.38
372,77966,Some College,Bachelor's,4,FALSE,41840,Rural,2.74,604,796,4,3,120,Mid Tier,Business,0,FALSE,0.54,1400,lDysdihn,-0.4
373,156489,High School,Bachelor's,6,TRUE,74646,Suburban,2.23,543,702,4,4,130,Mid Tier,Social Sciences,0,FALSE,0.56,1245,IxKUcjbi,-0.87
374,38794,Bachelor's,Bachelor's,4,FALSE,86208,Suburban,2.71,743,310,1,2,180,Lower Tier,Arts,20000,FALSE,0.53,1053,inUfgdyJ,-1.79
375,147850,Bachelor's,Bachelor's,2,TRUE,143940,Urban,3.03,496,586,1,2,120,Mid Tier,Business,1000,TRUE,1,1082,wHJtZKCe,0.8
376,193966,High School,High School,4,FALSE,122438,Rural,3.21,499,702,8,2,200,Mid Tier,Arts,0,FALSE,0.79,1201,dHkivzED,0.89
377,56268,Bachelor's,Bachelor's,6,FALSE,66703,Suburban,2.67,216,529,4,1,140,Mid Tier,Humanities,0,TRUE,0.99,745,opyIpvQW,-2.61
378,39528,High School,Bachelor's,4,TRUE,137899,Urban,3.88,271,664,2,3,40,Mid Tier,Humanities,0,TRUE,0.55,935,DCOIiVJb,-0.37
379,29972,Bachelor's,High School,3,TRUE,99939,Suburban,3.55,261,237,1,2,30,Mid Tier,STEM,1000,FALSE,0.57,498,sXACsMfT,-0.66
380,169350,Doctorate,High School,4,FALSE,119642,Suburban,2.16,421,231,4,3,180,Top Tier,Humanities,1000,FALSE,0.72,652,ArlBSJqD,0.61
381,124616,High School,Some College,6,FALSE,145854,Suburban,3.7,479,495,5,2,80,Lower Tier,Arts,0,TRUE,0.97,974,bwxJczRs,0.85
382,104617,Master's,Less than High School,2,FALSE,37670,Suburban,2.64,627,762,4,2,150,Mid Tier,STEM,0,FALSE,0.52,1389,RylCWWxz,0.18
383,85703,High School,Less than High School,5,TRUE,106686,Urban,2.27,775,798,6,4,190,Mid Tier,Business,0,FALSE,0.54,1573,LluPcNlm,-0.4
384,70422,High School,Less than High School,6,TRUE,96027,Urban,3.3,795,390,0,2,40,Mid Tier,STEM,1000,TRUE,0.94,1185,oClqzCCN,-1.06
385,127949,Some College,Less than High School,2,FALSE,96919,Suburban,2.84,285,460,3,2,60,Mid Tier,Arts,0,TRUE,0.78,745,OTBfXslr,1.59
386,167343,High School,Master's,5,TRUE,45474,Urban,3.25,203,669,0,2,20,Mid Tier,Arts,1000,FALSE,0.84,872,cTCCsyJD,-0.17
387,37610,High School,Less than High School,2,FALSE,47313,Suburban,3.93,674,374,5,1,140,Mid Tier,Social Sciences,0,TRUE,0.84,1048,psOQQVNz,-0.66
388,193464,Some College,Bachelor's,3,FALSE,67984,Suburban,2.16,395,624,0,3,40,Mid Tier,Social Sciences,0,FALSE,0.59,1019,ccajMxOO,1.45
389,50373,High School,Some College,4,FALSE,112228,Suburban,3.51,596,433,0,3,0,Top Tier,Business,5000,FALSE,0.99,1029,iWgsFjNK,0.36
390,35495,Bachelor's,Less than High School,5,TRUE,46320,Rural,2.46,604,501,0,4,180,Mid Tier,Humanities,0,FALSE,0.82,1105,BNYMXlvT,-1.76
391,175018,Bachelor's,Master's,3,TRUE,137386,Suburban,3.67,618,373,3,2,140,Mid Tier,Business,0,FALSE,0.79,991,StRmuIyh,1.94
392,114462,Master's,High School,4,FALSE,144736,Suburban,2.26,615,722,1,5,170,Lower Tier,Humanities,0,TRUE,0.9,1337,RVUVDbAo,1.11
393,138226,High School,High School,3,FALSE,98456,Suburban,2.42,489,699,0,5,40,Lower Tier,Humanities,0,FALSE,0.76,1188,BfBRwYTQ,0.36
394,61313,Bachelor's,Less than High School,5,FALSE,81236,Suburban,2.96,278,714,0,4,40,Mid Tier,STEM,0,TRUE,0.53,992,pACfxNcB,-1
395,149821,High School,High School,2,FALSE,78653,Rural,3.68,211,274,2,3,150,Lower Tier,Arts,0,FALSE,0.54,485,AxIokRAF,0.54
396,108335,Bachelor's,Some College,3,FALSE,146239,Urban,3.81,366,386,6,3,130,Mid Tier,Arts,0,TRUE,0.71,752,RBvxTrRf,1.76
397,193746,Bachelor's,Some College,3,TRUE,60856,Suburban,2.09,700,404,1,3,20,Mid Tier,STEM,0,TRUE,0.9,1104,HmoPJfxb,1.35
398,183250,High School,Master's,4,TRUE,34890,Urban,3,425,533,1,4,30,Mid Tier,Business,10000,TRUE,0.73,958,hUXojKaW,0.18
399,119225,Some College,Some College,3,TRUE,81878,Suburban,2.76,664,395,1,3,100,Lower Tier,Business,0,TRUE,0.94,1059,uPiBzhwx,0.93
400,33608,Bachelor's,Less than High School,3,FALSE,56002,Suburban,2.83,738,456,4,3,130,Mid Tier,Business,0,TRUE,0.83,1194,KrYuCMCX,-0.93
401,24086,Some College,High School,4,FALSE,132342,Urban,2.55,638,733,1,1,100,Mid Tier,STEM,0,FALSE,0.58,1371,MoZSfizB,0.4
402,112383,High School,High School,5,FALSE,124413,Suburban,3.98,488,743,1,1,180,Top Tier,Arts,5000,TRUE,0.62,1231,RTNigzvS,-0.22
403,133531,Some College,Bachelor's,6,TRUE,96355,Rural,3.85,659,332,1,2,150,Mid Tier,Arts,5000,FALSE,0.71,991,OjNpBAJN,0.22
404,95379,Bachelor's,Some College,2,FALSE,65672,Suburban,2.54,783,590,5,3,70,Mid Tier,STEM,10000,FALSE,0.88,1373,evwMyhVj,0.82
405,178268,High School,Some College,4,FALSE,138446,Suburban,2.73,514,678,1,3,20,Mid Tier,Business,0,FALSE,0.54,1192,AMcvsaaF,1.97
406,39438,High School,Doctorate,6,TRUE,147177,Suburban,3.09,642,337,3,4,150,Lower Tier,Business,0,FALSE,0.7,979,LHpvYmkr,-0.95
407,196450,Bachelor's,Some College,6,FALSE,128650,Rural,2.7,775,655,1,2,120,Mid Tier,Business,0,TRUE,0.77,1430,EYwxGjke,1.29
408,67694,Some College,High School,5,FALSE,60872,Rural,2.74,470,472,4,2,190,Mid Tier,Social Sciences,0,TRUE,0.64,942,ttUMTess,-0.57
409,35170,High School,Less than High School,4,FALSE,70388,Urban,2.47,659,508,1,3,50,Mid Tier,Humanities,1000,FALSE,0.82,1167,TxavQKLM,-1.06
410,89463,Bachelor's,Less than High School,2,FALSE,31861,Suburban,2.36,619,621,4,2,200,Top Tier,Business,0,TRUE,0.54,1240,XSQYhVLs,-0.39
411,42481,High School,Less than High School,3,FALSE,61986,Rural,3.08,380,787,4,1,50,Lower Tier,Arts,0,FALSE,0.7,1167,XgTelHVY,-0.76
412,124680,Bachelor's,Some College,5,FALSE,85601,Urban,3.46,463,286,1,1,120,Mid Tier,Humanities,1000,TRUE,0.5,749,fOzCShjP,0.33
413,63227,High School,High School,6,FALSE,102164,Suburban,3.39,636,628,4,3,30,Lower Tier,Social Sciences,10000,TRUE,0.57,1264,zyOQYjQw,-1.37
414,149940,High School,Bachelor's,4,TRUE,71464,Suburban,2.6,470,328,4,1,50,Top Tier,Arts,0,TRUE,0.66,798,JmnLFCJo,-0.27
415,46267,High School,Doctorate,4,FALSE,110112,Rural,2.12,468,496,3,2,0,Mid Tier,Arts,10000,TRUE,0.83,964,fLHQPaDW,-0.71
416,47511,Bachelor's,Less than High School,6,FALSE,83399,Urban,3.6,733,255,3,4,10,Mid Tier,Arts,5000,TRUE,0.98,988,WtiIHfms,-1.46
417,66660,Some College,Some College,4,TRUE,45445,Suburban,2.9,431,753,5,3,60,Top Tier,STEM,0,TRUE,0.63,1184,kjMUOQLW,-0.45
418,160020,High School,Less than High School,2,FALSE,54536,Urban,2.68,658,745,3,1,130,Lower Tier,Business,1000,TRUE,0.87,1403,pKjzWOPS,0.62
419,96764,Bachelor's,High School,2,FALSE,52929,Rural,3.87,590,306,4,1,180,Lower Tier,Business,0,FALSE,0.85,896,XclAfhMt,-0.34
420,30809,Less than High School,Bachelor's,5,TRUE,59576,Suburban,2.89,653,294,3,2,10,Top Tier,Business,5000,TRUE,0.6,947,AzSCxsXd,-1.61
421,40670,Bachelor's,High School,4,FALSE,93637,Rural,2.66,321,725,1,3,50,Mid Tier,Business,0,TRUE,0.95,1046,qxkXhxVA,-1
422,106896,Bachelor's,Some College,5,FALSE,55677,Urban,2.42,202,346,1,1,30,Top Tier,Business,5000,TRUE,0.8,548,xJTsprDS,-0.27
423,196251,Doctorate,Less than High School,3,TRUE,33102,Urban,2.38,386,465,1,1,60,Lower Tier,Business,10000,TRUE,0.71,851,uVLXYxeE,0.31
424,166073,Less than High School,Less than High School,6,FALSE,71040,Suburban,2.74,616,689,1,3,190,Mid Tier,Social Sciences,0,TRUE,0.52,1305,lYDVgxRc,-0.5
425,117724,Bachelor's,Some College,6,FALSE,77296,Suburban,3.45,452,426,2,3,120,Mid Tier,STEM,1000,TRUE,0.98,878,MapOiCpb,-0.21
426,33026,Doctorate,High School,3,FALSE,45042,Suburban,3.29,321,352,7,2,0,Mid Tier,Social Sciences,1000,TRUE,0.89,673,wNpCFYKR,-1.43
427,103967,High School,Master's,3,TRUE,128930,Suburban,3.45,557,516,5,1,10,Mid Tier,STEM,5000,FALSE,0.6,1073,ZZnfShkT,1.14
428,81183,High School,Master's,3,TRUE,134129,Suburban,2.05,634,373,5,2,70,Top Tier,Humanities,5000,TRUE,0.66,1007,DsfzILTc,0.99
429,144185,Less than High School,Bachelor's,5,FALSE,52077,Urban,2.16,634,733,3,2,30,Mid Tier,Arts,10000,FALSE,0.8,1367,vvFtIpvE,-0.63
430,112548,Master's,High School,2,FALSE,52749,Urban,2.32,339,610,4,1,60,Mid Tier,STEM,0,TRUE,0.56,949,UWBLVARA,0.47
431,112686,Bachelor's,Bachelor's,6,FALSE,65059,Urban,3.92,669,368,2,1,20,Lower Tier,Business,5000,FALSE,0.6,1037,stUxxSFB,-2.1
432,118193,Master's,Doctorate,6,FALSE,137953,Suburban,3.22,325,310,0,2,20,Mid Tier,Business,0,TRUE,0.54,635,rvDIQdSs,0.34
433,100542,Master's,Doctorate,2,FALSE,138173,Suburban,3.15,789,622,3,1,160,Top Tier,Arts,1000,FALSE,0.96,1411,GXYxSJwF,1.59
434,35099,Less than High School,Bachelor's,5,TRUE,38752,Rural,2.27,789,737,0,4,150,Mid Tier,Social Sciences,5000,TRUE,0.97,1526,HmwJWmjW,-1.87
435,187424,Bachelor's,High School,4,FALSE,70684,Suburban,3.91,686,388,1,3,160,Lower Tier,Humanities,1000,TRUE,0.57,1074,xhKARjOJ,0.08
436,22961,Some College,High School,2,TRUE,126020,Urban,3.67,427,410,8,0,0,Mid Tier,Social Sciences,1000,TRUE,0.68,837,pEegLkoj,1
437,94537,High School,Some College,3,FALSE,57885,Suburban,2.29,396,487,0,2,20,Lower Tier,Social Sciences,5000,FALSE,0.56,883,ZOIYjnDM,0.35
438,60856,Doctorate,Master's,5,TRUE,62782,Suburban,2.31,440,648,1,1,30,Lower Tier,Humanities,5000,FALSE,0.75,1088,myNlYndK,-0.94
439,37935,High School,Some College,6,FALSE,43093,Urban,3.09,730,305,5,4,60,Mid Tier,Arts,10000,TRUE,0.61,1035,zBEcAgzs,-1.47
440,106926,Bachelor's,Bachelor's,3,FALSE,96280,Urban,2.39,446,517,6,0,180,Lower Tier,Humanities,1000,TRUE,0.55,963,LksagRmQ,-0.64
441,137023,Some College,Some College,2,FALSE,119321,Suburban,2.82,785,761,5,4,170,Lower Tier,Social Sciences,0,TRUE,0.73,1546,NlXKqdIt,2
442,185839,High School,Doctorate,6,FALSE,123324,Suburban,2.82,681,216,5,4,200,Lower Tier,Arts,0,TRUE,0.7,897,DIDghsDB,0.12
443,85268,Master's,Some College,2,TRUE,73507,Suburban,3.95,399,367,4,1,90,Mid Tier,Business,1000,TRUE,0.83,766,fGwxLxyl,0.84
444,173924,Some College,Bachelor's,4,FALSE,51544,Rural,2.79,587,695,2,1,80,Top Tier,Arts,0,TRUE,0.95,1282,EYWwzdyU,0.67
445,74163,Bachelor's,Bachelor's,3,FALSE,103923,Suburban,2.44,390,594,3,4,40,Lower Tier,Arts,0,FALSE,0.92,984,TTrXUykN,-0.84
446,103819,Some College,Bachelor's,2,FALSE,101259,Suburban,2.8,458,679,3,3,70,Mid Tier,Social Sciences,1000,TRUE,0.56,1137,BsMrBBsl,1.42
447,45692,Some College,Master's,6,TRUE,74714,Rural,3.57,449,660,7,2,70,Mid Tier,Social Sciences,0,FALSE,0.5,1109,pwNdymAB,-0.94
448,165389,Master's,Bachelor's,4,FALSE,87861,Suburban,3.32,705,559,3,2,50,Top Tier,Business,0,FALSE,0.71,1264,eYJltYzQ,0.78
449,139845,Some College,High School,6,FALSE,91589,Suburban,2.27,639,205,4,2,80,Mid Tier,Arts,10000,TRUE,0.6,844,jDyeIqCX,0.21
450,31149,Master's,High School,4,FALSE,45800,Rural,3.43,520,322,0,0,120,Lower Tier,STEM,0,TRUE,0.98,842,wwJMwYTD,-1.12
451,97567,Master's,High School,4,FALSE,115483,Suburban,3.24,231,448,4,3,100,Lower Tier,STEM,0,FALSE,0.84,679,WaBfsWyI,0.53
452,91434,Some College,Some College,6,FALSE,116152,Urban,2.07,314,798,5,4,90,Top Tier,Humanities,0,FALSE,0.64,1112,ZVnQfLjb,0.1
453,145452,Some College,Bachelor's,3,FALSE,42251,Rural,3.77,371,738,3,0,150,Lower Tier,Humanities,10000,TRUE,0.53,1109,tRXIBrdV,0.61
454,138678,Bachelor's,Bachelor's,2,FALSE,31281,Rural,3.66,566,606,0,0,120,Lower Tier,STEM,5000,TRUE,0.97,1172,bnYNBNyD,-0.92
455,93323,High School,Some College,2,TRUE,38696,Urban,3.97,554,316,0,2,170,Mid Tier,Arts,5000,TRUE,0.74,870,XmKnPJYy,0.41
456,75246,Master's,High School,6,FALSE,142645,Suburban,3.82,215,643,2,1,130,Mid Tier,Humanities,0,TRUE,0.7,858,rGxPRpUR,-0
457,65919,High School,Some College,4,FALSE,70251,Urban,2.44,263,299,4,3,10,Mid Tier,Arts,1000,FALSE,0.97,562,iNFzmwZw,-0.1
458,141062,High School,Some College,4,TRUE,136106,Urban,2.45,621,746,4,2,40,Mid Tier,Arts,0,TRUE,0.62,1367,zzIpmrmD,1.58
459,180991,High School,Some College,2,TRUE,59821,Rural,2.79,427,786,1,4,170,Mid Tier,Business,5000,FALSE,0.94,1213,vJQdkEVK,1.56
460,172233,High School,Some College,4,TRUE,80410,Suburban,2.06,614,479,2,1,160,Mid Tier,STEM,0,TRUE,0.77,1093,dDthJpzA,1.07
461,90722,Some College,High School,3,TRUE,134029,Suburban,3.53,348,323,0,4,60,Mid Tier,Social Sciences,1000,TRUE,0.95,671,RlWxPisd,1.42
462,34229,Some College,Some College,3,TRUE,69933,Urban,2.1,693,400,0,3,100,Mid Tier,STEM,1000,FALSE,0.71,1093,yFbLVNdV,-0.06
463,169116,Bachelor's,Bachelor's,2,FALSE,89140,Urban,2.03,716,458,1,2,100,Top Tier,STEM,0,FALSE,0.97,1174,aZiOOkzN,0.21
464,33121,High School,Bachelor's,6,TRUE,106282,Suburban,2.06,675,225,1,4,100,Mid Tier,Humanities,0,FALSE,0.85,900,gbQZkCmh,-1.6
465,40657,Some College,Some College,2,FALSE,36481,Suburban,2.14,334,562,7,3,170,Lower Tier,Arts,0,TRUE,0.99,896,vePFHcgt,-0.13
466,135197,Some College,Bachelor's,6,TRUE,67644,Suburban,3.24,596,640,6,2,200,Mid Tier,Humanities,0,TRUE,0.75,1236,FqZqJZXd,-0.18
467,77702,High School,Master's,2,TRUE,39331,Rural,3.09,630,558,0,2,20,Mid Tier,Humanities,0,TRUE,0.5,1188,UyLNXKwk,-0.06
468,53975,High School,High School,2,FALSE,80709,Urban,3.47,713,387,4,5,20,Top Tier,Arts,0,FALSE,0.56,1100,ujlTTGsX,-0.35
469,90889,Bachelor's,Bachelor's,6,TRUE,75376,Suburban,2.48,279,363,1,1,150,Mid Tier,Humanities,1000,TRUE,0.88,642,UxnsSegQ,-2.16
470,175165,Bachelor's,Less than High School,3,FALSE,100905,Rural,3.86,512,380,1,0,30,Lower Tier,Humanities,5000,FALSE,0.59,892,lHaZsbZm,1.08
471,82624,Less than High School,Master's,6,FALSE,148008,Suburban,3.56,570,678,4,2,190,Top Tier,Arts,0,TRUE,0.56,1248,RvDmfiIp,0.15
472,20258,High School,Less than High School,2,TRUE,85475,Urban,3.25,635,455,2,2,70,Lower Tier,STEM,1000,TRUE,0.69,1090,zEgzKJjO,-0.28
473,184031,Bachelor's,Bachelor's,5,FALSE,79754,Rural,3.61,370,335,1,1,70,Lower Tier,Business,1000,TRUE,0.74,705,WwyKPBgS,-0.84
474,191310,Less than High School,Master's,3,FALSE,144766,Rural,3.64,379,621,0,1,180,Mid Tier,Arts,50000,TRUE,0.63,1000,jenrYDKe,2.21
475,108365,High School,Bachelor's,2,FALSE,53987,Rural,4,582,570,4,1,50,Lower Tier,Humanities,10000,TRUE,0.98,1152,RsPRcXGT,-0.22
476,103457,Bachelor's,High School,3,FALSE,74224,Urban,2.58,283,224,3,1,80,Lower Tier,STEM,0,TRUE,0.56,507,GMbGRbjl,-0.33
477,127365,Less than High School,Some College,6,FALSE,83145,Urban,2.34,231,334,4,2,100,Mid Tier,Arts,0,TRUE,0.65,565,ZTAsWceI,-0.03
478,183089,Bachelor's,High School,5,FALSE,52884,Rural,2.32,527,686,1,5,80,Top Tier,Arts,10000,TRUE,0.81,1213,RxMHDdqJ,-0.57
479,51140,Bachelor's,Bachelor's,4,FALSE,53713,Rural,2.33,256,638,7,1,170,Mid Tier,Arts,0,FALSE,0.75,894,dgGTrIbO,-2.14
480,161459,Less than High School,Less than High School,4,FALSE,45444,Suburban,3.21,550,226,8,0,180,Mid Tier,Business,0,FALSE,0.77,776,vzvhOJvR,-0.2
481,61928,High School,Less than High School,2,FALSE,124533,Rural,2.65,643,480,4,4,170,Mid Tier,Social Sciences,0,FALSE,0.61,1123,kMuQpHdo,0.69
482,123869,Doctorate,Less than High School,3,FALSE,64283,Rural,3.26,686,425,5,2,140,Mid Tier,Humanities,0,TRUE,0.73,1111,vnNpUzwN,0.06
483,171358,Doctorate,High School,4,TRUE,59627,Suburban,2.67,796,268,0,1,30,Top Tier,Humanities,0,TRUE,0.83,1064,cDlpCnFb,-0.24
484,43797,Bachelor's,Bachelor's,4,FALSE,49792,Suburban,2.04,291,404,0,0,60,Lower Tier,Social Sciences,5000,TRUE,0.97,695,WXwLpaES,-2.27
485,181260,High School,Bachelor's,6,FALSE,44122,Rural,3.67,497,308,0,2,110,Lower Tier,STEM,0,FALSE,0.77,805,MzHsylXq,-1.07
486,101025,Some College,High School,6,FALSE,129323,Urban,3.65,316,447,2,3,80,Mid Tier,Social Sciences,5000,TRUE,0.82,763,ICpQesne,0.39
487,180946,High School,High School,2,TRUE,71443,Suburban,2.24,697,667,0,3,200,Lower Tier,Business,1000,FALSE,0.87,1364,SKWvbJWz,0.73
488,64738,Doctorate,Some College,3,FALSE,101740,Suburban,2.54,284,415,7,1,190,Lower Tier,STEM,1000,TRUE,0.94,699,hXuAZhTS,0.7
489,35065,High School,High School,6,FALSE,64596,Urban,2.82,667,503,0,2,40,Mid Tier,Social Sciences,0,TRUE,0.65,1170,FWjlgoSx,-2.18
490,28755,Some College,High School,5,FALSE,84998,Suburban,2.91,290,375,3,4,100,Mid Tier,Arts,0,TRUE,0.58,665,GZWApzAN,-0.6
491,196367,Some College,Master's,3,FALSE,93462,Suburban,3.36,279,342,0,2,190,Lower Tier,Humanities,1000,TRUE,0.81,621,JTbFauHU,1.85
492,107150,High School,Some College,2,FALSE,91329,Rural,2.31,291,534,6,4,180,Mid Tier,Arts,0,TRUE,0.52,825,oHsIqqFc,1.31
493,172171,High School,Master's,5,FALSE,118778,Suburban,3.74,441,714,1,1,60,Mid Tier,Business,0,TRUE,0.78,1155,tjmaQhrb,0.94
494,94933,Bachelor's,Doctorate,5,TRUE,51856,Urban,3.48,502,472,1,0,80,Mid Tier,Social Sciences,50000,FALSE,0.67,974,rALOKdqn,-1.77
495,108082,Bachelor's,Master's,2,TRUE,97835,Suburban,2.6,526,485,0,2,60,Lower Tier,Arts,0,TRUE,0.54,1011,YpEaxMqz,1.08
496,52992,Some College,High School,6,TRUE,148876,Urban,2.71,562,352,0,2,190,Mid Tier,Business,0,FALSE,0.81,914,FVljjVeq,0.21
497,156649,Some College,Bachelor's,4,FALSE,119370,Suburban,2.69,280,208,0,1,90,Lower Tier,Humanities,0,TRUE,0.62,488,hqbHeaXe,1.48
498,74926,Some College,High School,5,FALSE,124881,Urban,2.16,387,794,1,3,120,Mid Tier,Arts,1000,TRUE,0.98,1181,zLPSVLYI,0.42
499,49822,Bachelor's,Bachelor's,3,FALSE,56321,Urban,3.78,577,450,0,0,50,Mid Tier,Arts,0,TRUE,0.7,1027,IZmtNKUL,-1.77
500,25906,High School,Less than High School,2,FALSE,124023,Rural,3.23,375,263,4,1,10,Lower Tier,Business,1000,TRUE,0.74,638,JzOMJftG,0.34
501,44571,High School,High School,2,FALSE,51814,Urban,2.27,509,477,1,2,50,Mid Tier,Humanities,0,FALSE,0.98,986,KrvhYoaU,-0.86
502,51885,Doctorate,Master's,4,FALSE,98111,Urban,2.1,434,381,8,2,90,Top Tier,Social Sciences,0,TRUE,0.79,815,pApkxxQU,-0.16
503,113521,High School,Bachelor's,5,FALSE,77499,Suburban,2.05,679,670,3,2,0,Top Tier,Social Sciences,5000,TRUE,0.94,1349,ZnvHjqLL,-0.89
504,166002,Master's,Bachelor's,5,FALSE,97589,Rural,2.85,714,469,3,3,20,Mid Tier,Humanities,1000,FALSE,0.53,1183,NPYNjhia,0.57
505,40765,Bachelor's,Doctorate,3,FALSE,94922,Urban,3.26,361,276,0,3,110,Mid Tier,STEM,0,TRUE,0.72,637,GWJDUUqg,-0.96
506,180816,Some College,Bachelor's,4,FALSE,120134,Rural,3.02,599,714,2,3,30,Top Tier,Humanities,1000,TRUE,0.98,1313,tvLspkLj,1.73
507,123564,Some College,Bachelor's,6,FALSE,66844,Suburban,2.19,366,208,6,1,10,Mid Tier,Social Sciences,0,TRUE,0.76,574,wWAJtgpK,-0.3
508,46383,High School,Some College,2,FALSE,110159,Suburban,3.99,732,427,2,3,40,Top Tier,Social Sciences,1000,FALSE,0.5,1159,BXDypFuL,1
509,182505,High School,High School,5,TRUE,74398,Urban,2.78,294,249,3,1,30,Top Tier,Arts,0,FALSE,0.71,543,xjcpcGyo,-0.27
